summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Drizzle,71.36,0.88,8.28,4.65,0.97,0.0066
Drizzle,70.61,0.89,8.21,3.14,0.73,0.0214
Rain,67.39,0.9,5.96,1.9,0.87,0.0805
Rain,65.73,0.91,5.14,1.23,0.84,0.0784
Rain,61.82,0.91,4.88,3.94,0.67,0.0755
Rain,61.13,0.92,6.33,3.37,0.64,0.0711
Rain,60.42,0.91,8.16,5.04,0.7,0.0736
Rain,60.21,0.92,6.86,6.99,0.85,0.0782
Rain,60.27,0.92,6.01,10.55,0.94,0.077
Rain,60.11,0.92,6.62,9.75,0.85,0.062
Drizzle,60.28,0.9,7.78,10.18,0.83,0.0389
Drizzle,61,0.9,8.82,10.51,0.75,0.0216
Drizzle,60.58,0.91,5.95,9.67,0.83,0.0182
Drizzle,60.53,0.91,5.26,8.65,0.81,0.0212
Drizzle,60.86,0.9,4.95,8.48,0.95,0.0224
Drizzle,61.79,0.89,8.06,9.91,0.91,0.0174
Drizzle,62.77,0.88,8.09,9.96,0.88,0.0107
Drizzle,63.23,0.87,8.04,10.55,0.85,0.0059
Cloudy,63.16,0.86,7.28,8.42,0.93,0.0031
Drizzle,62.07,0.88,5.72,6.56,0.98,0.0225
Drizzle,61.13,0.91,6.35,7.03,0.94,0.0101
Drizzle,59.83,0.95,8.64,6.59,1,0.0105
Rain,60.04,0.96,7.03,4.82,1,0.0664
Drizzle,59.56,0.96,5.95,7.41,0.81,0.0492
Drizzle,59.68,0.95,6.69,8.25,0.91,0.0137
Drizzle,59.59,0.96,7.87,9.73,0.91,0.0126
Drizzle,59.55,0.93,6.85,6.12,1,0.0453
Rain,59.03,0.94,6.03,5.55,0.89,0.1122
Drizzle,59.02,0.94,6.01,6.98,0.79,0.048
Drizzle,58.41,0.95,6.23,6.54,0.85,0.0504
Drizzle,58.17,0.95,6.18,7.09,0.87,0.0427
Drizzle,58.11,0.95,6.26,8.22,0.91,0.0366
Rain,58.09,0.95,6.13,6.63,0.96,0.0552
Drizzle,58.38,0.94,6.15,9.32,0.85,0.0223
Drizzle,59.36,0.93,6.18,7.76,0.8,0.0109
Cloudy,60.26,0.91,6.05,7.5,0.49,0.0043
Cloudy,61.23,0.9,4.9,9.25,0.7,0.0039
Drizzle,62.43,0.86,5.35,7.04,0.79,0.0386
Rain,63.19,0.85,7.07,9.38,0.9,0.0728
Drizzle,63.29,0.83,7.24,6.53,0.84,0.0489
Drizzle,63.92,0.82,7.72,7.61,0.74,0.0461
Drizzle,64.32,0.81,9.05,7.53,0.73,0.0344
Drizzle,64.05,0.8,8.58,7.76,0.8,0.047
Drizzle,63.82,0.81,9.01,7.47,0.82,0.0113
Drizzle,62.78,0.88,7.32,7.03,0.86,0.0358
Drizzle,61.84,0.95,4.86,7.96,0.89,0.0234
Drizzle,61.72,0.96,5.74,8.54,0.92,0.0242
Drizzle,61.77,0.95,7.52,9.21,1,0.0205
Rain,61.83,0.94,7.79,9.35,1,0.0679
Rain,61.87,0.94,7.97,8.75,1,0.101
Drizzle,61.35,0.94,8.86,7.19,1,0.0154
Drizzle,61.25,0.94,7.7,7.31,0.95,0.0157
Drizzle,61.08,0.95,5.94,6.26,0.85,0.0109
Drizzle,60.95,0.96,7.34,5.65,0.81,0.0165
Drizzle,60.92,0.96,5.26,4.77,0.91,0.0129
Drizzle,60.84,0.96,5.45,4.32,0.94,0.0111
Drizzle,60.96,0.95,5.12,2.42,0.97,0.0201
Drizzle,61.48,0.94,5.15,3.35,0.81,0.0146
Drizzle,62.16,0.93,4.99,3.5,0.72,0.0124
Drizzle,62.84,0.91,5.75,3.17,0.8,0.0141
Rain,63.63,0.87,7.45,3.74,0.69,0.0536
Rain,64.68,0.83,8.48,4.01,0.83,0.0671
Rain,65.71,0.8,8.41,3.21,0.86,0.079
Rain,67.9,0.74,9.18,3.44,0.78,0.0553
Drizzle,70.03,0.68,9.74,3.25,0.54,0.0527
Rain,70.49,0.67,9.77,3.94,0.49,0.0878
Rain,69.61,0.68,9.41,2.78,0.61,0.0657
Drizzle,67.51,0.74,8.39,1.71,0.67,0.0523
Drizzle,65,0.82,8.85,2.61,0.65,0.0346
Drizzle,62.96,0.89,8.36,2.03,0.76,0.0257
Drizzle,61.46,0.9,8.29,1.1,0.87,0.0064
Cloudy,60.62,0.91,8.59,1.1,0.87,0.0029
Drizzle,59.6,0.92,8.52,0.99,0.87,0.005
Drizzle,59.3,0.94,8.46,1.48,0.86,0.0058
Drizzle,59.27,0.9,8.83,0.87,0.42,0.008
Drizzle,58.8,0.91,8.97,0.3,0.41,0.0094
Drizzle,58.23,0.92,9.15,0.42,0.3,0.0086
Drizzle,58.19,0.92,9.29,1.07,0.29,0.0087
Drizzle,57.6,0.92,8.29,0.9,0.4,0.0135
Cloudy,57.29,0.92,5.79,0.8,0.63,0.0033
Cloudy,57.18,0.91,4.69,1.56,0.84,0.0016
Cloudy,57.63,0.89,7.25,2.6,0.73,0.003
Cloudy,58.75,0.87,8.25,3.89,0.47,0.0031
Cloudy,61.74,0.81,9.16,3.84,0.33,0.0031
Cloudy,64.34,0.74,9.47,4.73,0.28,0.0042
Cloudy,66.76,0.68,9.65,5.7,0.27,0.0027
Cloudy,68.43,0.62,9.81,6.08,0.27,0.0014
Cloudy,70.7,0.59,10,6.09,0.31,0.0008
Cloudy,72.42,0.55,10,4.74,0.37,0.0009
Cloudy,73.21,0.52,10,5.09,0.34,0.0008
Clear,72.9,0.51,10,5.26,0.2,0
Clear,72.21,0.53,10,4.6,0.18,0
Clear,69.86,0.59,10,4.63,0.15,0
Clear,66.91,0.69,9.97,4.44,0.01,0
Clear,64.88,0.76,9.88,3.48,0,0
Clear,62.27,0.81,9.87,3.1,0,0
Clear,60.92,0.85,9.84,3.01,0,0
Clear,59.32,0.88,9.8,2.63,0,0
Clear,58.93,0.85,10,3.22,0,0
Clear,57.88,0.86,10,2.81,0,0
Clear,58.21,0.86,10,2.87,0,0
Clear,57.26,0.9,10,2.14,0.13,0
Cloudy,58.11,0.91,8.95,1.94,0.7,0
Cloudy,58.21,0.92,6.87,1.91,0.65,0
Cloudy,58.43,0.92,5.64,1.92,0.51,0.0008
Clear,57.64,0.91,4.23,1.98,0.09,0
Clear,60.29,0.89,6.48,3.52,0.18,0
Cloudy,63.82,0.85,10,4.77,0.55,0
Clear,68.52,0.75,10,6.41,0.06,0
Clear,76.23,0.49,10,5.5,0.03,0
Clear,80.24,0.27,10,6.93,0.02,0
Clear,82.18,0.23,10,7.4,0.01,0
Clear,82.71,0.22,10,6.99,0,0
Clear,82.99,0.23,10,7.27,0,0
Clear,83.34,0.23,10,6.57,0,0
Clear,82.65,0.24,10,5.13,0,0
Clear,80.02,0.27,10,4.11,0,0
Clear,75.4,0.33,10,2.32,0,0
Clear,68.28,0.42,10,1.26,0,0
Clear,66.43,0.5,10,2.05,0,0
Clear,65.49,0.53,10,3.36,0,0
Clear,64.9,0.56,10,3.33,0,0
Clear,62.84,0.58,10,3.35,0,0
Clear,61.3,0.62,10,2.59,0,0
Clear,60.56,0.65,9.97,1.8,0,0
Clear,58.73,0.68,9.87,2.1,0,0
Clear,57.86,0.69,9.96,3.57,0,0
Clear,56.7,0.7,9.94,3.29,0,0
Clear,56.13,0.7,9.93,2.31,0,0
Clear,57.07,0.73,9.92,2.36,0.01,0
Clear,62.42,0.68,9.98,2.12,0.01,0
Clear,69.5,0.52,10,3.88,0.01,0
Clear,76.27,0.38,10,6.78,0.01,0
Clear,81.96,0.34,10,8.46,0.01,0
Clear,86.12,0.32,10,8.56,0.01,0
Clear,87.99,0.32,10,7.91,0.01,0
Clear,88.75,0.33,10,7.38,0.02,0
Clear,89.47,0.3,10,6.82,0.02,0
Clear,88.57,0.3,10,6.05,0.01,0
Clear,87.14,0.31,10,5.72,0.02,0
Clear,84.29,0.36,10,5.17,0,0
Clear,79.42,0.45,10,5.09,0.01,0
Clear,75.1,0.55,10,4.97,0.01,0
Clear,72.96,0.6,9.98,4.83,0,0
Clear,70.87,0.67,9.9,4.6,0.01,0
Clear,69.35,0.76,9.91,3.66,0.04,0
Clear,67.6,0.83,9.42,3.7,0.03,0
Clear,66.55,0.86,8.73,2.88,0.08,0
Cloudy,65.62,0.87,8.29,4.36,0.48,0
Cloudy,64.74,0.88,8.17,4.21,0.6,0
Cloudy,64.13,0.89,7.28,4.71,0.65,0
Cloudy,63.9,0.89,6.05,4.5,0.72,0
Cloudy,63.95,0.88,5.66,5.15,0.76,0.0008
Cloudy,64.69,0.88,6.09,4.51,0.72,0
Cloudy,65.94,0.85,7.31,5.49,0.65,0
Cloudy,68.07,0.81,8.89,5.79,0.54,0
Cloudy,71.85,0.73,9.43,5.3,0.27,0
Cloudy,75.58,0.64,9.79,5.11,0.32,0
Cloudy,79.66,0.57,9.72,5.03,0.29,0
Cloudy,82.78,0.51,9.75,4.33,0.26,0
Clear,85.63,0.41,10,3.64,0.21,0
Cloudy,86.48,0.34,10,3.1,0.26,0
Cloudy,85.97,0.36,10,1.94,0.27,0
Cloudy,84.89,0.39,10,1.25,0.36,0
Cloudy,82.58,0.41,10,1.61,0.25,0
Clear,78.86,0.42,10,3,0.13,0
Clear,75.61,0.45,9.95,4.8,0.24,0
Cloudy,73.05,0.44,10,5.71,0.26,0
Clear,70.32,0.42,10,5.79,0.15,0
Cloudy,68.04,0.59,9.02,3.82,0.55,0
Cloudy,65.78,0.6,8.75,2.78,0.65,0
Cloudy,63.73,0.64,8.49,1.89,0.65,0
Cloudy,62.19,0.67,8.27,2.42,0.59,0
Cloudy,60.5,0.7,8.14,2.4,0.59,0
Cloudy,59.97,0.73,7.99,2.46,0.65,0
Cloudy,59.05,0.75,7.89,2.08,0.75,0
Cloudy,59.04,0.74,7.79,2.24,0.82,0
Cloudy,59.81,0.73,7.75,2.47,0.77,0
Cloudy,62.54,0.69,7.75,3.1,0.67,0
Cloudy,65.69,0.65,7.82,4.35,0.61,0
Cloudy,68.88,0.61,7.91,5.46,0.58,0
Cloudy,71.51,0.58,8.56,5.43,0.54,0
Cloudy,74.19,0.58,10,5.21,0.51,0
Cloudy,76.28,0.58,10,5.81,0.45,0
Cloudy,77.57,0.61,9.87,5.92,0.38,0
Cloudy,77.77,0.63,9.59,6.82,0.42,0
Cloudy,77.39,0.64,9.62,6.19,0.67,0
Cloudy,76.51,0.68,9.3,6.61,0.68,0
Cloudy,74.83,0.75,8.3,6.18,0.72,0
Cloudy,72.45,0.83,6.78,5.77,0.66,0
Cloudy,71.19,0.88,8.2,4.88,0.44,0
Cloudy,70.3,0.9,9.16,4.36,0.87,0
Cloudy,69.6,0.91,8.91,4.23,0.91,0
Cloudy,69.6,0.91,9.8,3.46,0.87,0
Cloudy,68.72,0.93,9.66,3.33,0.89,0
Cloudy,68.03,0.94,8.94,2.96,0.88,0
Cloudy,67.59,0.94,8.43,2.65,0.86,0.0021
Cloudy,67.09,0.95,7.69,3.2,0.79,0.0027
Cloudy,66.62,0.96,6.32,2.36,0.75,0.0025
Cloudy,66.49,0.96,6.01,2.47,0.85,0.0021
Cloudy,66.55,0.95,5.93,2.56,0.85,0.0012
Cloudy,66.79,0.95,3.24,1.84,0.86,0.0021
Cloudy,67.16,0.94,2.88,3.17,0.89,0.0035
Drizzle,68.41,0.91,4.36,3.95,0.66,0.0089
Drizzle,69.17,0.87,5.74,3.19,0.9,0.0083
Drizzle,70.86,0.84,8.75,3.24,0.92,0.0065
Cloudy,72.62,0.79,9.7,3.15,0.91,0.0047
Cloudy,75,0.74,9.99,2.46,0.72,0.0034
Cloudy,76.84,0.69,9.8,2.8,0.58,0.0022
Cloudy,77.87,0.65,10,2.85,0.5,0.0013
Cloudy,77.57,0.63,10,2.42,0.65,0.001
Cloudy,77.73,0.64,9.9,2.18,0.58,0.0021
Clear,76.3,0.71,9.82,2.94,0.12,0
Clear,73.43,0.8,9.12,3.51,0.18,0
Clear,71.74,0.85,9.07,3.49,0.12,0
Clear,70.5,0.9,9.59,3.19,0.2,0
Clear,69.29,0.93,8.63,2.75,0.24,0
Cloudy,68.72,0.86,8.43,2.27,0.66,0
Cloudy,66.86,0.87,7.86,1.85,0.84,0
Overcast,67.03,0.87,7.39,1.45,0.97,0
Overcast,67.16,0.87,6.94,0.73,0.99,0.001
Overcast,66.83,0.87,6.62,0.73,1,0.0013
Overcast,66.51,0.87,7,0.65,1,0.0013
Overcast,66.03,0.87,6.88,0.8,0.99,0.001
Overcast,65.51,0.86,7.94,0.27,0.99,0.0009
Overcast,65.69,0.85,8.54,1.02,0.98,0.0009
Overcast,66.12,0.84,7.98,1.38,0.98,0.0011
Overcast,67.27,0.82,8.13,1.35,0.97,0.0012
Cloudy,68.47,0.79,8.6,2.5,0.71,0.001
Cloudy,69.71,0.76,9.02,2.65,0.66,0
Cloudy,70.63,0.74,8.85,2.51,0.63,0
Cloudy,72.1,0.71,9.43,2.01,0.51,0
Cloudy,73.72,0.68,9.32,2.32,0.42,0.0008
Cloudy,74.75,0.68,10,1.74,0.36,0.0011
Cloudy,75.01,0.66,10,2.81,0.39,0.0014
Drizzle,74.83,0.68,9.75,4.11,0.34,0.008
Drizzle,73.17,0.75,9.6,4.37,0.19,0.0076
Drizzle,71.52,0.81,9.48,6.71,0.51,0.03
Drizzle,66.57,0.85,8.98,8.89,0.65,0.0269
Drizzle,62.46,0.87,9.35,11.31,0.77,0.0062
Overcast,59.89,0.86,9.36,12.32,0.98,0.0044
Drizzle,57.61,0.76,10,9.81,0.6,0.01
Drizzle,55.77,0.73,10,10.36,0.57,0.0074
Cloudy,54.54,0.74,10,9.61,0.7,0.0049
Cloudy,53.79,0.71,10,9.83,0.59,0.0025
Cloudy,52.88,0.68,10,9.19,0.54,0.0008
Cloudy,51.69,0.68,10,9.54,0.59,0
Cloudy,50.26,0.69,10,10.32,0.7,0
Cloudy,48.97,0.7,10,10.75,0.76,0
Cloudy,47.73,0.71,10,10.4,0.7,0
Cloudy,47.8,0.7,10,11.99,0.56,0
Cloudy,49.27,0.68,10,11.54,0.45,0
Clear,51.89,0.64,10,11.34,0.22,0
Clear,55.16,0.58,10,11.55,0.13,0
Clear,57.78,0.54,10,11.59,0.1,0
Clear,59.87,0.5,10,11.32,0.05,0
Clear,60.57,0.48,10,9.91,0.04,0
Clear,61.13,0.46,10,10.16,0.02,0
Clear,61.48,0.45,10,9.75,0,0
Clear,60.6,0.4,10,9.99,0.02,0
Clear,58.25,0.4,10,9.4,0.01,0
Clear,56.29,0.39,10,7.06,0,0
Clear,54.08,0.42,10,6.63,0,0
Clear,52.02,0.46,10,5.38,0,0
Clear,50.12,0.52,10,4.81,0,0
Clear,48.94,0.54,10,3.87,0,0
Clear,47.66,0.56,10,3.45,0,0
Clear,46.44,0.59,10,3.07,0,0
Clear,45.04,0.62,10,3.39,0,0
Clear,44.37,0.62,10,3.12,0,0
Clear,43.19,0.64,10,3.03,0,0
Clear,42.18,0.64,10,3.4,0,0
Clear,42.23,0.63,10,3.71,0,0
Clear,41.73,0.64,10,3.37,0,0
Clear,45.9,0.58,10,4.69,0,0
Clear,50.39,0.48,10,6.03,0,0
Clear,53.76,0.42,10,5.6,0,0
Clear,56.6,0.39,10,5.07,0,0
Clear,59.39,0.37,10,5.61,0,0
Clear,60.79,0.33,10,6.18,0,0
Clear,62.02,0.31,10,7.46,0,0
Clear,62.58,0.3,10,6.95,0.01,0
Clear,62.16,0.3,10,6.85,0,0
Clear,61.37,0.31,10,5.95,0.02,0
Clear,59.03,0.32,10,5.33,0.01,0
Clear,55.1,0.36,10,4.89,0,0
Clear,51.77,0.43,10,3.5,0,0
Clear,49.72,0.48,10,2.18,0,0
Clear,47.53,0.55,10,2.07,0,0
Clear,46.88,0.58,10,1.53,0,0
Clear,44.91,0.63,10,1.29,0,0
Clear,43.43,0.68,10,0.54,0,0
Clear,42.1,0.71,10,0.53,0,0
Clear,40.67,0.73,10,0.77,0,0
Clear,38.86,0.77,10,1.18,0,0
Clear,37.79,0.79,10,1.47,0,0
Clear,37.99,0.8,10,1.58,0,0
Clear,39.36,0.78,10,2.81,0.02,0
Clear,44.58,0.71,10,3.72,0.17,0
Cloudy,50.34,0.6,10,6.08,0.32,0
Cloudy,54.8,0.5,10,7.16,0.32,0
Cloudy,59.03,0.43,10,7.88,0.27,0
Cloudy,62.45,0.39,10,8.19,0.27,0
Cloudy,64.64,0.37,10,8.58,0.27,0
Clear,66.03,0.36,10,8.65,0.2,0
Clear,66.38,0.36,10,8.37,0.13,0
Clear,66.92,0.36,10,8.49,0.21,0
Clear,65.84,0.36,10,8.59,0.15,0
Clear,63.65,0.39,10,8.38,0.1,0
Clear,59.78,0.43,10,6.51,0,0
Clear,56.41,0.49,10,5.79,0,0
Clear,54.06,0.54,10,5.98,0,0
Clear,52.89,0.56,10,6.47,0,0
Cloudy,51.99,0.66,9.98,8.51,0.27,0
Cloudy,50.91,0.71,9.89,9.04,0.27,0
Cloudy,49.7,0.75,9.8,8.89,0.27,0
Cloudy,48.56,0.78,9.72,8.3,0.27,0
Cloudy,47.53,0.81,9.6,7.65,0.27,0
Cloudy,46.72,0.83,9.5,6.98,0.28,0
Cloudy,46.45,0.84,9.47,6.65,0.28,0
Cloudy,46.59,0.85,9.37,6.34,0.28,0
Cloudy,48.73,0.83,9.36,7.64,0.28,0
Cloudy,53.94,0.79,9.5,9.71,0.28,0
Cloudy,59.64,0.72,9.78,12.42,0.28,0
Cloudy,64.22,0.66,9.99,14.11,0.28,0
Cloudy,67.75,0.61,10,15.06,0.29,0
Cloudy,71.15,0.56,10,14.86,0.27,0
Cloudy,73.24,0.53,10,15.13,0.31,0
Cloudy,74.81,0.51,10,15.31,0.37,0
Cloudy,75.81,0.5,10,14.85,0.37,0
Cloudy,75.83,0.5,10,14.61,0.4,0
Cloudy,74.39,0.51,10,14.46,0.26,0
Clear,71.77,0.58,10,14.12,0.16,0
Clear,68.42,0.67,10,13.17,0.16,0
Clear,66.44,0.72,9.67,13.24,0.18,0
Cloudy,65.91,0.76,9.09,14.1,0.55,0
Cloudy,64.96,0.79,8.74,14.78,0.62,0
Cloudy,65.28,0.78,9.58,10.55,0.65,0.001
Cloudy,65.46,0.79,9.52,9.78,0.74,0.0014
Cloudy,65.02,0.8,10,8.74,0.81,0.0013
Cloudy,64.49,0.81,10,7.29,0.71,0.0009
Cloudy,63.58,0.81,10,8.85,0.73,0.0008
Cloudy,63.84,0.85,10,6.2,0.76,0.0015
Cloudy,64.09,0.86,10,6.7,0.92,0.0025
Cloudy,64.12,0.86,10,5.65,0.91,0.0031
Cloudy,64.34,0.86,10,5.51,0.9,0.003
Cloudy,64.59,0.86,10,5.59,0.86,0.0023
Cloudy,66.26,0.83,10,6.04,0.72,0.0018
Cloudy,68.75,0.78,10,6.06,0.71,0.002
Cloudy,71.69,0.72,10,6.36,0.64,0.0025
Cloudy,74.89,0.64,10,6.37,0.8,0.0026
Cloudy,76.19,0.6,10,5.64,0.31,0.001
Cloudy,76.74,0.58,10,6.84,0.46,0
Cloudy,77.34,0.59,10,6.56,0.42,0
Cloudy,77.34,0.59,10,6.68,0.43,0
Cloudy,76.41,0.6,10,7.03,0.43,0
Cloudy,74.47,0.68,9.96,6.8,0.45,0
Cloudy,72.43,0.77,9.85,8.07,0.54,0
Cloudy,70.29,0.83,9.81,9.11,0.7,0
Cloudy,69.2,0.86,8.66,8.95,0.8,0
Overcast,69.18,0.88,7.26,7.53,0.99,0.0026
Clear,52.31,0.66,10,1.12,0,0
Clear,48.98,0.72,10,0.56,0.01,0
Clear,48.19,0.77,10,0.86,0,0
Clear,46.67,0.8,10,0.68,0,0
Clear,45.13,0.82,10,0.7,0,0
Clear,44.13,0.84,10,0.25,0.01,0
Clear,42.93,0.86,10,0.84,0.04,0
Clear,42.51,0.86,10,0.23,0.04,0
Clear,44.18,0.83,10,0.8,0.13,0
Clear,50.45,0.76,10,2.07,0.18,0
Clear,56.59,0.59,10,3.37,0.16,0
Clear,60.04,0.52,10,3.94,0.13,0
Clear,63.38,0.46,10,3.54,0.1,0
Clear,66.62,0.42,10,3.53,0.04,0
Clear,68.9,0.39,10,4.66,0.04,0
Clear,70.9,0.38,10,5.72,0.04,0
Clear,71.55,0.38,10,6.59,0.06,0
Clear,72.11,0.37,10,6.7,0.15,0
Clear,71.51,0.37,10,7.15,0.17,0
Clear,68.43,0.41,10,6.62,0.18,0
Clear,64.35,0.47,10,4.48,0.03,0
Clear,61.22,0.54,10,4.28,0.01,0
Clear,58.91,0.61,10,3.9,0,0
Clear,58.02,0.65,9.96,4.68,0.01,0
Clear,60.09,0.86,10,2.27,0.19,0
Clear,58.81,0.88,10,1.94,0.22,0
Cloudy,58.57,0.89,10,1.78,0.25,0
Cloudy,58.33,0.91,10,2.46,0.59,0
Cloudy,58.17,0.92,10,1.64,0.59,0
Cloudy,59.43,0.93,7.24,2.4,0.64,0.0008
Cloudy,60.27,0.94,4.58,1.44,0.81,0.0015
Cloudy,60.75,0.94,3.97,1.56,0.8,0.0019
Cloudy,62.23,0.93,5.07,3.08,0.68,0.0016
Cloudy,63.67,0.9,9.15,3.15,0.28,0.0009
Cloudy,65.77,0.82,10,4.87,0.46,0
Cloudy,63.84,0.73,10,7.16,0.65,0
Cloudy,63.75,0.66,10,5.72,0.5,0
Cloudy,65.79,0.61,10,5.97,0.58,0
Clear,69.67,0.55,10,5.32,0.13,0
Clear,71.79,0.49,10,5.29,0.07,0
Clear,72.83,0.45,10,6.2,0.04,0
Clear,72.93,0.43,10,4.55,0.04,0
Clear,72.04,0.43,10,5.21,0.05,0
Clear,69.7,0.46,10,4.93,0.03,0
Clear,66.05,0.5,10,3.8,0,0
Clear,63.05,0.56,10,2.93,0,0
Clear,60.65,0.61,10,3.12,0,0
Clear,58.43,0.65,9.99,3.22,0,0
Clear,56.83,0.69,10,3.13,0.1,0
Clear,55.01,0.72,10,2.36,0.1,0
Clear,53.79,0.74,10,1.68,0.1,0
Clear,52.08,0.76,10,1.87,0.11,0
Clear,50.92,0.75,10,2.47,0.1,0
Clear,50.45,0.77,10,1.23,0.11,0
Clear,48.9,0.79,10,1.05,0.11,0
Clear,48.76,0.8,10,1.19,0.11,0
Clear,48.99,0.79,10,2.73,0.11,0
Clear,52.86,0.71,9.83,4.4,0.11,0
Clear,57.18,0.63,9.88,5.3,0.11,0
Clear,60.68,0.56,9.9,5.46,0.11,0
Clear,63.63,0.5,9.9,3.91,0.12,0
Clear,66.42,0.45,9.57,3.91,0.13,0
Clear,68.82,0.43,9.59,4.1,0.16,0
Clear,70.93,0.4,9.56,4.65,0.24,0
Clear,72.37,0.39,9.51,4.99,0.14,0
Clear,72.86,0.39,9.5,5.34,0.13,0
Clear,72.37,0.39,9.64,5.41,0.12,0
Clear,71.17,0.4,9.81,4.51,0.07,0
Clear,67.34,0.42,10,3.06,0,0
Clear,64.61,0.49,10,2.95,0.11,0
Cloudy,63.22,0.56,10,3.35,0.65,0
Cloudy,62.44,0.56,10,3.16,0.84,0
Cloudy,62.45,0.63,9.67,3.45,0.78,0
Cloudy,61.29,0.68,9.59,3.47,0.79,0
Cloudy,60.26,0.76,9.48,3.05,0.78,0
Cloudy,59.92,0.82,9.05,3.57,0.68,0
Cloudy,58.47,0.88,8.69,4.61,0.3,0
Cloudy,58.66,0.94,5.58,4.62,0.68,0
Cloudy,59.75,0.96,3.59,4.34,0.92,0.0012
Overcast,60.13,0.96,4.84,3.29,0.97,0.0016
Overcast,61.08,0.95,4.76,3.79,0.95,0.0012
Cloudy,62.59,0.95,4.25,2.93,0.93,0.001
Cloudy,63.99,0.93,5.13,3.43,0.83,0
Cloudy,65.15,0.91,5.3,3.75,0.74,0.0009
Overcast,66.04,0.9,5.41,4.93,0.98,0.0015
Overcast,67.68,0.88,8.59,5.3,1,0.0017
Overcast,68.46,0.87,7.01,5.73,0.98,0.0014
Overcast,69.18,0.87,7.52,6.43,0.95,0.0016
Humid and Overcast,68.65,0.89,7.2,6.1,0.94,0.0012
Humid and Overcast,68.98,0.89,5.82,5.83,0.97,0.0031
Drizzle,69.11,0.9,5.69,5.38,0.99,0.0078
Drizzle,69.36,0.92,6.52,5.71,1,0.0132
Drizzle,68.68,0.95,5.39,6.29,1,0.0104
Overcast,68.17,0.97,2.51,6.38,1,0.0049
Overcast,68.09,0.98,2.78,7.32,1,0.0025
Drizzle,68.21,0.98,2.82,7.19,1,0.0067
Drizzle,68.57,0.96,6.38,7.94,0.97,0.0065
Overcast,67.96,0.96,6.56,8.06,1,0.0032
Overcast,68.99,0.96,5.62,8.07,0.98,0.0047
Overcast,68.88,0.96,3.71,6.67,0.95,0.0046
Overcast,68.59,0.96,4.53,6.68,0.94,0.001
Cloudy,68.43,0.97,4.71,6.82,0.92,0.0019
Overcast,67.7,0.96,4.43,6.19,0.98,0
Overcast,68.22,0.96,5.85,6.21,1,0.0033
Overcast,68.31,0.95,4.7,6.39,0.98,0.0022
Overcast,69.19,0.94,4.79,6.97,0.95,0.0022
Overcast,69.87,0.93,7.29,7.38,0.94,0.0017
Cloudy,70.27,0.91,6.33,6.98,0.93,0.0043
Overcast,71.22,0.9,7.74,7.36,0.98,0.004
Drizzle,72.16,0.88,7.49,7.59,0.96,0.0053
Cloudy,72.48,0.87,6.07,7.25,0.84,0.0037
Cloudy,73.91,0.85,8.45,7.04,0.68,0.0026
Drizzle,75.71,0.82,9.37,8.22,0.76,0.0052
Cloudy,76.2,0.79,9.1,7.66,0.84,0.0037
Cloudy,75.97,0.8,9.09,6.96,0.85,0.0011
Cloudy,75.08,0.84,8.83,5.68,0.84,0.0012
Cloudy,73.75,0.91,8.01,6.72,0.55,0
Cloudy,71.7,0.94,7.1,4.38,0.84,0
Cloudy,71.36,0.95,6.43,3.87,0.83,0
Cloudy,70.51,0.95,5.11,3.89,0.5,0
Cloudy,70.74,0.89,7.05,4.89,0.73,0
Cloudy,70.06,0.89,7.19,4.53,0.91,0
Cloudy,69.71,0.89,7.22,4.43,0.74,0
Cloudy,69.28,0.9,7.08,4.62,0.7,0
Cloudy,68.72,0.89,7.1,3.69,0.63,0.0016
Cloudy,68.22,0.89,7.18,2.47,0.61,0.0045
Cloudy,68.08,0.89,7.4,0.91,0.68,0.0031
Cloudy,67.6,0.89,7.06,0.65,0.76,0.0035
Cloudy,67.6,0.86,6.91,0.35,0.66,0.0031
Cloudy,70.16,0.81,7.56,3.2,0.47,0.0014
Cloudy,72.58,0.69,9.31,5.66,0.36,0
Cloudy,74.38,0.52,10,7.17,0.36,0
Cloudy,76.42,0.44,10,6.87,0.29,0
Cloudy,78.32,0.38,10,6.77,0.27,0
Cloudy,80.09,0.34,10,6.76,0.25,0
Clear,81.55,0.32,10,7.1,0.24,0
Clear,81.85,0.3,10,7.57,0.23,0
Cloudy,81.41,0.3,10,7.36,0.26,0
Cloudy,80.2,0.3,10,6.54,0.27,0
Clear,78.17,0.31,10,5.91,0.2,0
Clear,74.22,0.33,10,4.98,0,0
Clear,71,0.39,10,7.01,0.02,0
Clear,68.68,0.41,10,6.82,0.02,0
Clear,66.59,0.44,10,5.68,0,0
Cloudy,63.01,0.53,10,4.52,0.32,0
Cloudy,61.97,0.54,10,5.33,0.33,0
Cloudy,60.72,0.56,10,5.74,0.35,0
Cloudy,59.31,0.58,10,5.3,0.36,0
Cloudy,57.79,0.61,10,4.91,0.42,0
Cloudy,57.19,0.63,10,4.44,0.35,0.0014
Cloudy,55.71,0.69,9.72,5.44,0.37,0.0027
Cloudy,55.09,0.72,9.79,5.66,0.57,0.0035
Drizzle,55.31,0.7,9.82,8.14,0.4,0.0093
Drizzle,57.77,0.63,9.96,8.96,0.57,0.0056
Drizzle,57.34,0.65,9.5,8.41,0.47,0.0146
